frame,pupil2D_x,pupil2D_y,gaze_x,gaze_y,confidence,consistence
108,323.240149,282.497521,108.574775,96.757605,0.995472,1.000000
109,325.760271,285.433367,107.542134,95.630295,0.998044,1.000000
110,326.777068,286.893584,107.086075,95.104912,0.990318,1.000000
111,326.961042,287.976378,106.969551,94.713172,0.983131,1.000000
112,326.961042,287.976378,106.969551,94.713172,0.983131,1.000000
113,327.070683,287.871796,106.970194,94.736602,0.985898,1.000000
114,326.267259,287.295706,107.306408,94.936145,0.986598,1.000000
115,325.986837,288.306172,107.369668,94.545566,0.987690,1.000000
116,324.452035,285.724467,108.059444,95.489609,0.997160,1.000000
117,324.213735,288.029140,108.069118,94.636413,0.985062,1.000000
118,325.525252,286.725384,107.597108,95.123923,0.992791,1.000000
119,326.903646,287.111015,107.043351,94.981176,0.991079,1.000000
120,335.349740,289.317622,103.673047,94.178654,0.968178,1.000000
121,341.647816,290.418117,101.372404,93.901539,0.955307,1.000000
122,348.189752,289.855590,98.972465,94.160034,0.935977,1.000000
123,353.388339,292.194328,97.029801,93.303591,0.898776,1.000000
124,359.368530,293.431850,94.857905,92.878167,0.903933,1.000000
125,360.442781,292.830769,94.475151,93.110582,0.912385,1.000000
126,362.261110,295.834025,93.785990,92.012649,0.934218,1.000000
127,363.536528,296.867043,93.305594,91.626810,0.886259,1.000000
128,357.749169,294.456397,95.437495,92.496755,0.901630,1.000000
129,355.238111,292.587558,96.338539,93.184492,0.898826,1.000000
130,355.238111,292.587558,96.338539,93.184492,0.898826,1.000000
131,355.238111,292.587558,96.338539,93.184492,0.898826,1.000000
132,355.238111,292.587558,96.338539,93.184492,0.898826,1.000000
133,355.238111,292.587558,96.338539,93.184492,0.898826,1.000000
134,359.635726,291.978398,94.773595,93.417776,0.904087,1.000000
135,360.696035,291.197250,94.388733,93.701020,0.910600,1.000000
136,368.215832,288.507762,91.633622,94.691638,0.905000,1.000000
137,375.837349,288.492503,88.873672,94.682917,0.944874,1.000000
138,381.732653,288.647626,86.722124,94.622323,0.944714,1.000000
139,387.399101,285.536769,84.627880,95.728939,0.942898,1.000000
140,391.405724,286.178445,83.135642,95.483217,0.922571,1.000000
141,391.405724,286.178445,83.135642,95.483217,0.922571,1.000000
142,390.097830,286.579622,83.615684,95.329420,0.947113,1.000000
143,390.097830,286.579622,83.615684,95.329420,0.947113,1.000000
144,390.815944,284.949570,83.356700,95.938667,0.926961,1.000000
145,391.105995,286.357404,83.240511,95.427103,0.921867,1.000000
146,391.105995,286.357404,83.240511,95.427103,0.921867,1.000000
147,392.129507,286.222916,82.859114,95.471292,0.910678,1.000000
148,391.411271,287.293827,83.116347,95.062041,0.952519,1.000000
149,392.082091,286.109267,82.881010,95.480882,0.970602,1.000000
150,391.158129,285.746489,83.221902,95.625278,0.937677,1.000000
151,395.495641,285.816517,81.628532,95.489622,0.984873,1.000000
