frame,pupil2D_x,pupil2D_y,gaze_x,gaze_y,confidence,consistence
132,356.436339,297.923103,95.879408,91.127795,0.993845,1.000000
133,358.115483,298.130581,95.270537,91.062208,0.993380,1.000000
134,361.179496,297.519163,94.197897,91.286160,0.986555,1.000000
135,362.249573,296.763961,93.823036,91.545655,0.990500,1.000000
136,369.507005,293.901248,91.169555,92.614858,0.992794,1.000000
137,377.325639,293.020543,88.392212,92.941937,0.982261,1.000000
138,383.350038,292.570829,86.034964,93.074182,0.999187,1.000000
139,388.880162,288.446772,83.905267,94.551404,0.994683,1.000000
140,393.525440,289.468954,82.194474,94.188303,0.992370,1.000000
141,394.741094,287.865539,81.714066,94.767528,0.990598,1.000000
142,391.658153,289.315792,82.877803,94.247862,0.994960,1.000000
143,392.430024,289.650860,82.588057,94.121551,0.992469,1.000000
144,392.761233,287.955129,82.450775,94.746501,0.993344,1.000000
145,392.831465,290.468577,82.441831,93.807562,0.992881,1.000000
146,393.639633,290.794504,82.154953,93.690154,0.990204,1.000000
147,393.995288,289.697869,82.007522,94.097823,0.988501,1.000000
148,392.452671,289.353550,82.595359,94.237252,0.994764,1.000000
149,393.230344,287.526647,82.287680,94.902753,0.992147,1.000000
150,392.834921,287.836972,82.425434,94.791786,0.993713,1.000000
151,395.919723,285.605002,81.242319,95.600835,0.991439,1.000000
