frame,pupil2D_x,pupil2D_y,gaze_x,gaze_y,confidence,consistence
148,187.151291,150.585615,75.396220,89.002947,0.982362,1.000000
149,187.173886,151.365226,75.392025,88.829235,0.982269,1.000000
150,187.163225,152.288582,75.390426,88.619628,0.982353,1.000000
151,187.144650,153.185373,75.398450,88.409647,0.982473,1.000000
152,187.123374,153.988010,75.392893,88.221809,0.982885,1.000000
153,187.073703,154.857673,75.415802,88.024921,0.982516,1.000000
154,187.042990,155.645081,75.419519,87.850918,0.982020,1.000000
155,186.957872,156.503705,75.442677,87.653650,0.981927,1.000000
156,186.880978,157.292490,75.458807,87.477384,0.982710,1.000000
157,186.859986,158.058030,75.455807,87.303184,0.982552,1.000000
158,186.794149,158.782884,75.482568,87.131632,0.982177,1.000000
159,186.645859,159.444873,75.515992,86.989460,0.982805,1.000000
160,186.652591,160.211988,75.500910,86.813441,0.983290,1.000000
161,186.564075,160.881431,75.527522,86.661527,0.983317,1.000000
162,186.484215,161.674949,75.544577,86.478552,0.983119,1.000000
163,186.405372,162.325992,75.564729,86.323478,0.983038,1.000000
164,186.345554,162.913066,75.579376,86.192111,0.982541,1.000000
165,186.326089,163.642606,75.580318,86.027443,0.983044,1.000000
166,186.302084,164.275054,75.572750,85.881715,0.983455,1.000000
167,186.244735,164.872363,75.595278,85.741691,0.982588,1.000000
168,186.211131,165.490927,75.599089,85.602051,0.983199,1.000000
169,186.153842,166.044631,75.600792,85.475766,0.983094,1.000000
170,186.140458,166.659182,75.607172,85.331413,0.982725,1.000000
171,186.088181,167.228674,75.610854,85.199542,0.983328,1.000000
172,186.044079,167.803525,75.625353,85.068278,0.982699,1.000000
173,186.004164,168.512187,75.627448,84.912231,0.982764,1.000000
174,185.972936,169.093312,75.620888,84.780383,0.983183,1.000000
175,185.990950,169.675006,75.622545,84.641787,0.982970,1.000000
176,185.901325,170.367971,75.633873,84.483788,0.983071,1.000000
177,185.922559,171.004967,75.622971,84.339940,0.983345,1.000000
178,185.925503,171.531853,75.617243,84.218150,0.983189,1.000000
179,185.886769,172.121771,75.616299,84.079266,0.983164,1.000000
180,185.931785,172.727163,75.596095,83.941751,0.983654,1.000000
181,185.878700,173.257959,75.606711,83.817927,0.983144,1.000000
182,185.910373,173.741785,75.592693,83.701809,0.983760,1.000000
183,185.865073,174.245026,75.603741,83.584391,0.983255,1.000000
184,185.840064,174.677090,75.597121,83.483780,0.983803,1.000000
185,185.883638,175.146343,75.584399,83.367931,0.983556,1.000000
186,185.885711,175.565654,75.575816,83.267693,0.983733,1.000000
187,185.991002,175.949588,75.554029,83.178862,0.983780,1.000000
188,186.067104,176.355649,75.528412,83.082972,0.984212,1.000000
189,186.129404,176.686672,75.510490,83.001430,0.983971,1.000000
190,186.268732,177.053782,75.460801,82.914609,0.984119,1.000000
191,186.409555,177.296708,75.428537,82.856730,0.983625,1.000000
192,186.492913,177.611829,75.406778,82.783735,0.983463,1.000000
193,186.688428,177.983272,75.345532,82.693040,0.984371,1.000000
194,186.913104,178.273617,75.296273,82.619418,0.983158,1.000000
195,187.114705,178.604000,75.243781,82.528400,0.983101,1.000000
196,187.248616,178.843452,75.208624,82.475373,0.983727,1.000000
197,187.583437,179.170619,75.118079,82.395097,0.983370,1.000000
198,187.862149,179.432484,75.041886,82.325675,0.982797,1.000000
199,188.263890,179.818002,74.952282,82.228487,0.984100,1.000000
200,188.693676,180.179715,74.838976,82.131302,0.983727,1.000000
201,189.179179,180.549391,74.712666,82.029850,0.984084,1.000000
202,189.615405,181.019340,74.610109,81.913522,0.983589,1.000000
203,190.197795,181.463090,74.458384,81.801995,0.984105,1.000000
204,190.856685,181.862420,74.298177,81.689894,0.983544,1.000000
205,191.368036,182.378028,74.162630,81.560099,0.983512,1.000000
206,192.027578,182.770793,73.993412,81.447626,0.984070,1.000000
207,192.640888,183.300755,73.841358,81.308227,0.984093,1.000000
208,193.397156,183.798142,73.657769,81.171500,0.983180,1.000000
209,194.107817,184.314145,73.476021,81.026528,0.983681,1.000000
210,194.794659,184.880017,73.293743,80.879145,0.984460,1.000000
211,195.649784,185.357510,73.074861,80.746264,0.983616,1.000000
212,196.380274,185.926775,72.890038,80.582782,0.984869,1.000000
213,197.216444,186.394841,72.676662,80.443477,0.984113,1.000000
214,198.002223,187.065981,72.465995,80.260736,0.983854,1.000000
215,198.769196,187.461145,72.261071,80.146539,0.983953,1.000000
216,199.723983,187.991563,72.009146,79.984818,0.983797,1.000000
217,200.514758,188.551149,71.800237,79.821664,0.984040,1.000000
218,201.384581,188.909182,71.576107,79.704081,0.983597,1.000000
219,202.312715,189.337630,71.332417,79.575774,0.983393,1.000000
220,203.284466,189.672545,71.073599,79.467690,0.983725,1.000000
221,204.231137,189.922825,70.828401,79.378058,0.982866,1.000000
222,205.133272,190.334232,70.582263,79.242150,0.983177,1.000000
223,206.003022,190.695012,70.356080,79.119621,0.983510,1.000000
224,206.918839,190.954341,70.110634,79.016525,0.982998,1.000000
225,207.763905,191.289767,69.874478,78.895242,0.983192,1.000000
226,208.728069,191.502803,69.623759,78.805654,0.983554,1.000000
227,209.637333,191.732380,69.375311,78.716158,0.982652,1.000000
228,210.561535,192.093324,69.123216,78.583959,0.983980,1.000000
229,211.355308,192.202063,68.912229,78.523809,0.983540,1.000000
230,212.471694,192.390550,68.609518,78.435166,0.983906,1.000000
231,213.413519,192.532808,68.354268,78.355054,0.983614,1.000000
232,214.330790,192.687092,68.103163,78.274828,0.983709,1.000000
233,215.212048,192.814372,67.865366,78.201448,0.982343,1.000000
234,216.201554,192.877016,67.588645,78.141161,0.982892,1.000000
235,215.749702,192.846949,67.723101,78.166467,0.982951,1.000000
236,208.669442,191.157135,69.662032,78.886374,0.979578,1.000000
237,197.212174,187.823813,72.621497,80.110498,0.979250,1.000000
238,188.820364,184.029953,74.717696,81.217555,0.981488,1.000000
239,184.215690,181.454948,75.856514,81.903982,0.984709,1.000000
240,184.702807,180.359392,75.780587,82.154460,0.983916,1.000000
241,186.295705,180.062042,75.422901,82.204116,0.983911,1.000000
242,187.650450,180.351779,75.091205,82.116947,0.983568,1.000000
243,188.340939,180.441983,74.922298,82.079377,0.983990,1.000000
244,189.181140,180.427709,74.723213,82.066686,0.983610,1.000000
245,190.217406,180.627049,74.472094,82.003957,0.984008,1.000000
246,191.227972,180.636060,74.226393,81.980444,0.983986,1.000000
247,192.143276,180.719877,74.006391,81.945750,0.983363,1.000000
248,193.099742,180.849294,73.779542,81.893731,0.982799,1.000000
249,193.975257,180.871129,73.566803,81.871814,0.982892,1.000000
250,194.935700,180.930571,73.332770,81.833799,0.983654,1.000000
251,195.861228,181.006921,73.110830,81.792424,0.983958,1.000000
252,196.821297,180.983372,72.884418,81.784114,0.983983,1.000000
253,197.748037,181.066921,72.659211,81.739163,0.984457,1.000000
254,198.693447,181.042247,72.430950,81.728040,0.984000,1.000000
255,199.629202,181.066683,72.202072,81.699654,0.984043,1.000000
256,200.503066,180.993012,71.987604,81.697079,0.983723,1.000000
257,201.301918,180.924051,71.787927,81.691087,0.984251,1.000000
258,201.987601,180.822464,71.626472,81.700387,0.984301,1.000000
259,202.864942,180.952446,71.400123,81.645767,0.983929,1.000000
260,206.248397,181.998398,70.541185,81.286654,0.982818,1.000000
261,214.544617,184.207825,68.331401,80.460918,0.980371,1.000000
262,224.537129,185.251422,65.578817,79.776268,0.979309,1.000000
263,233.120873,187.176577,63.035102,78.825909,0.980203,1.000000
264,237.812493,189.450999,61.495648,77.901967,0.979953,1.000000
265,238.905041,189.806341,61.133621,77.726644,0.980930,1.000000
266,239.354100,189.619786,60.994708,77.749014,0.980542,1.000000
267,240.161210,189.923096,60.727683,77.602011,0.981570,1.000000
268,240.754600,189.903617,60.545831,77.564375,0.980990,1.000000
269,241.436579,189.775821,60.338864,77.551118,0.980361,1.000000
270,241.951164,189.790105,60.167821,77.511235,0.980289,1.000000
271,242.476323,189.701663,60.007759,77.501690,0.980220,1.000000
272,242.957230,189.561079,59.861157,77.507620,0.979711,1.000000
273,243.416646,189.394726,59.719340,77.521197,0.979788,1.000000
274,244.036562,189.307043,59.515709,77.498673,0.980848,1.000000
275,244.497482,189.331922,59.359483,77.454391,0.980034,1.000000
276,244.933846,189.244416,59.221008,77.442749,0.980311,1.000000
277,245.530865,189.075590,59.035135,77.453298,0.980466,1.000000
278,246.051806,189.077820,58.859930,77.403901,0.979714,1.000000
279,246.651266,188.977094,58.661713,77.387757,0.980378,1.000000
280,247.199999,188.944574,58.482578,77.355194,0.979886,1.000000
281,247.820979,188.779916,58.276216,77.352307,0.980033,1.000000
282,248.422819,188.620392,58.075246,77.344423,0.979921,1.000000
283,249.138844,188.564603,57.833126,77.300926,0.980606,1.000000
284,249.771038,188.523026,57.614780,77.256838,0.980715,1.000000
285,250.467450,188.326903,57.378155,77.256740,0.980628,1.000000
286,251.046224,188.012616,57.191634,77.298807,0.980487,1.000000
287,251.675145,187.915026,56.972277,77.272160,0.979812,1.000000
288,252.247907,187.857058,56.768848,77.232232,0.979808,1.000000
289,252.972370,187.770223,56.508901,77.190165,0.980609,1.000000
290,253.589194,187.480703,56.306578,77.226838,0.979847,1.000000
291,254.137553,187.331817,56.114954,77.221488,0.979574,1.000000
292,254.743579,187.145070,55.893138,77.212430,0.980282,1.000000
293,255.295165,187.103626,55.688983,77.166196,0.980190,1.000000
294,256.114956,186.811600,55.402772,77.177441,0.980163,1.000000
295,256.584443,186.590813,55.237548,77.201336,0.980277,1.000000
296,257.200519,186.335131,55.027468,77.224909,0.979423,1.000000
297,257.689564,186.271745,54.837821,77.187478,0.980506,1.000000
298,258.303157,186.086934,54.610745,77.179206,0.980156,1.000000
299,258.915761,185.819185,54.388824,77.202698,0.980716,1.000000
300,259.537553,185.645132,54.155469,77.186585,0.979316,1.000000
301,259.996199,185.527911,53.982544,77.179468,0.979945,1.000000
302,260.391526,185.335853,53.833120,77.192720,0.980622,1.000000
303,260.814805,185.344941,53.665762,77.138220,0.980557,1.000000
304,261.987706,186.594178,53.116795,76.583307,0.979704,1.000000
305,263.919439,188.398225,52.177347,75.714377,0.978469,1.000000
306,264.784641,188.029098,51.837362,75.723176,0.978594,1.000000
307,264.805083,187.494829,51.872303,75.907600,0.978360,1.000000
308,265.144798,187.476587,51.724753,75.862935,0.979527,1.000000
309,265.443727,187.334483,51.604394,75.870042,0.978655,1.000000
310,265.847529,187.169793,51.443611,75.867732,0.979019,1.000000
311,266.189888,187.045441,51.309905,75.868864,0.979309,1.000000
312,266.513515,186.798166,51.189964,75.909374,0.978794,1.000000
313,266.846020,186.714277,51.049220,75.887260,0.978480,1.000000
314,267.197924,186.391324,50.919498,75.952042,0.977661,1.000000
315,267.592095,186.023652,50.772433,76.023642,0.979297,1.000000
316,267.840763,185.815263,50.676395,76.059473,0.979290,1.000000
317,268.187085,185.522691,50.543455,76.111512,0.979146,1.000000
318,268.692117,185.188496,50.349666,76.162982,0.979204,1.000000
319,269.138191,185.004532,50.161314,76.158824,0.979026,1.000000
320,269.499331,184.786374,50.016056,76.183661,0.978395,1.000000
321,270.022694,184.508357,49.801734,76.204639,0.979039,1.000000
322,270.335659,184.111057,49.680811,76.299270,0.978399,1.000000
323,270.856629,183.736278,49.474809,76.354139,0.978677,1.000000
324,271.273209,183.370632,49.310194,76.424482,0.978406,1.000000
325,271.776050,183.170854,49.089714,76.414225,0.977884,1.000000
326,272.276968,182.676977,48.889856,76.516483,0.978633,1.000000
327,272.791162,182.335697,48.675712,76.560398,0.977937,1.000000
328,273.345749,181.827197,48.448876,76.659532,0.978503,1.000000
329,273.876986,181.441413,48.220367,76.715409,0.978271,1.000000
330,274.334876,181.006003,48.032237,76.802002,0.977599,1.000000
331,274.751247,180.580787,47.858703,76.891264,0.977958,1.000000
332,275.238217,180.141548,47.653304,76.975052,0.977153,1.000000
333,275.715864,179.684607,47.457911,77.069511,0.977120,1.000000
334,276.223923,179.423052,47.224889,77.080706,0.976443,1.000000
335,276.457341,178.855905,47.144573,77.253419,0.978135,1.000000
336,276.826829,178.555867,46.977607,77.301293,0.976720,1.000000
337,277.288027,178.114881,46.782491,77.396891,0.977356,1.000000
338,277.559096,177.687969,46.675025,77.510820,0.977478,1.000000
339,277.770130,177.111757,46.613103,77.698457,0.977528,1.000000
340,277.948902,176.733570,46.547097,77.807799,0.976761,1.000000
341,278.203952,176.200258,46.464438,77.974465,0.976636,1.000000
342,278.464475,175.790995,46.355123,78.081674,0.977826,1.000000
343,278.511932,175.128812,46.384443,78.331482,0.977288,1.000000
344,278.657783,174.581943,46.351553,78.516931,0.977471,1.000000
345,278.723629,173.956465,46.362330,78.744147,0.977528,1.000000
346,278.745282,173.300069,46.394022,78.989452,0.976983,1.000000
347,278.819288,172.610267,46.414402,79.246584,0.976958,1.000000
348,278.831314,171.933757,46.446680,79.495384,0.976324,1.000000
349,278.861896,171.196238,46.483782,79.767970,0.976775,1.000000
350,278.876242,170.482733,46.515419,80.030329,0.977227,1.000000
351,278.909828,169.691062,46.560476,80.323003,0.977138,1.000000
352,278.910747,168.903939,46.612168,80.618471,0.977136,1.000000
353,278.809415,167.954250,46.719445,80.985710,0.977789,1.000000
354,278.831478,167.110447,46.749466,81.291757,0.977729,1.000000
355,278.665589,166.215255,46.880466,81.640300,0.977992,1.000000
356,278.587717,165.229820,46.963661,82.005961,0.978183,1.000000
357,278.597958,164.532252,47.004289,82.262018,0.978311,1.000000
358,278.477981,163.506583,47.110143,82.644165,0.977237,1.000000
359,278.309929,162.475492,47.240773,83.032741,0.977440,1.000000
360,278.128270,161.454758,47.374740,83.415033,0.977570,1.000000
361,278.114094,160.617113,47.413851,83.714728,0.977934,1.000000
362,277.940478,159.629317,47.539211,84.079195,0.978311,1.000000
363,277.613345,158.549631,47.729166,84.487562,0.977689,1.000000
364,277.484259,157.713531,47.825883,84.788992,0.977960,1.000000
365,277.313862,156.610662,47.939481,85.188379,0.978040,1.000000
366,277.131809,155.602671,48.061317,85.547956,0.978095,1.000000
367,276.866520,154.453830,48.207677,85.961562,0.978113,1.000000
368,276.599220,153.390180,48.364833,86.344696,0.977324,1.000000
369,276.379789,152.368722,48.490771,86.703315,0.977217,1.000000
370,276.181040,151.255288,48.595033,87.092890,0.978446,1.000000
371,275.871152,150.079930,48.756870,87.505946,0.977480,1.000000
372,275.627557,148.925279,48.888976,87.906078,0.977028,1.000000
373,275.375917,147.685899,49.026617,88.329740,0.977705,1.000000
374,275.016965,146.522936,46.230148,88.452147,0.977306,1.000000
375,274.709388,145.301238,46.400222,88.916033,0.977773,1.000000
376,274.475102,144.051042,46.522580,89.376332,0.977544,1.000000
377,274.093443,142.856879,46.710147,89.826781,0.976917,1.000000
378,273.808176,141.657715,46.841733,90.266921,0.977245,1.000000
379,273.364369,140.395283,47.062812,90.731194,0.976454,1.000000
380,273.096280,139.165011,47.183094,91.178065,0.976266,1.000000
381,272.706770,138.036708,47.362716,91.582264,0.976823,1.000000
382,272.317843,136.923121,47.539936,91.984489,0.977670,1.000000
383,271.945334,135.710744,47.702032,92.417326,0.977638,1.000000
384,271.502439,134.637886,47.893960,92.788074,0.977574,1.000000
385,271.171918,133.252505,48.016188,93.281723,0.977183,1.000000
386,270.796201,132.131670,48.170622,93.670772,0.977485,1.000000
387,270.234578,130.913025,48.405972,94.088362,0.977265,1.000000
388,269.828014,129.794357,48.569323,94.464897,0.977212,1.000000
389,269.326318,128.535414,48.767159,94.896473,0.976852,1.000000
390,268.660070,127.452483,49.045220,95.253715,0.977073,1.000000
391,268.257008,126.336241,49.187501,95.628035,0.977457,1.000000
392,267.644157,125.349733,49.439714,95.941771,0.977234,1.000000
393,267.075341,124.121859,49.648491,96.351740,0.977931,1.000000
394,266.489968,123.092440,49.870190,96.678049,0.977905,1.000000
395,265.968789,122.227404,50.070406,96.954547,0.976633,1.000000
396,265.375904,121.270716,50.295088,97.251216,0.977987,1.000000
397,264.828748,120.303609,50.493111,97.550520,0.978510,1.000000
398,264.165098,119.366463,53.354982,97.270621,0.977664,1.000000
399,263.472980,118.368115,53.590618,97.547325,0.977348,1.000000
400,262.957825,117.463053,53.760336,97.808241,0.978233,1.000000
401,262.297162,116.665481,53.982457,98.015579,0.978225,1.000000
402,261.604424,115.753025,54.207564,98.269810,0.978975,1.000000
403,261.038469,114.888417,54.394089,98.506909,0.977893,1.000000
404,260.328039,114.079037,54.625286,98.723258,0.978785,1.000000
405,259.801197,113.302938,54.799474,98.933070,0.977988,1.000000
406,259.218459,112.421170,54.982026,99.168664,0.978506,1.000000
407,258.521050,111.566839,55.201551,99.395899,0.978201,1.000000
408,257.881482,110.651514,55.398142,99.640730,0.978133,1.000000
409,257.314767,109.993727,55.578484,99.808021,0.977583,1.000000
410,256.619898,108.950367,55.787629,100.086109,0.978766,1.000000
411,255.984467,108.089281,55.982975,100.308718,0.977606,1.000000
412,255.291809,107.207793,56.187491,100.540202,0.978376,1.000000
413,254.770181,106.334107,56.334147,100.769015,0.977783,1.000000
414,254.055210,105.382887,56.550072,101.014245,0.978743,1.000000
415,253.360126,104.442713,56.748712,101.258607,0.979134,1.000000
416,252.840210,103.643372,56.886724,101.470248,0.979195,1.000000
417,252.202170,102.787883,57.069813,101.683547,0.979007,1.000000
418,251.464517,101.879932,57.279182,101.915067,0.978853,1.000000
419,250.803200,100.873631,57.463994,102.174828,0.979248,1.000000
420,250.145840,100.025984,57.642611,102.382794,0.978711,1.000000
421,249.580371,98.949546,57.785940,102.669676,0.979626,1.000000
422,248.921966,97.881822,57.963562,102.945833,0.979329,1.000000
423,248.369833,97.046406,58.104071,103.163593,0.979908,1.000000
424,247.753625,96.263907,58.270629,103.357321,0.978319,1.000000
425,247.251826,95.551825,58.408813,103.537335,0.977750,1.000000
426,246.164240,96.145844,58.808911,103.295138,0.978337,1.000000
427,243.614389,98.834586,59.779950,102.370428,0.979251,1.000000
428,241.167046,101.441828,60.686531,101.524002,0.980525,1.000000
429,241.151842,103.004946,60.761076,101.084019,0.979998,1.000000
430,240.822488,102.703112,60.848546,101.161663,0.980482,1.000000
431,239.887991,101.221867,61.074278,101.525536,0.980516,1.000000
432,239.239980,100.325753,61.239108,101.746829,0.980153,1.000000
433,238.532463,99.442241,61.425241,101.956740,0.980134,1.000000
434,238.028103,98.615292,61.542284,102.168691,0.979969,1.000000
435,237.531459,97.768275,61.657372,102.384384,0.980170,1.000000
436,237.040852,97.045300,61.777444,102.563068,0.979042,1.000000
437,236.589731,96.166359,61.880802,102.786612,0.979682,1.000000
438,236.072716,95.444576,61.999873,102.965963,0.978646,1.000000
439,235.463267,94.706541,62.158711,103.141468,0.979173,1.000000
440,235.075692,94.087562,62.236081,103.296614,0.977976,1.000000
441,234.700865,93.230462,62.313640,103.512647,0.978106,1.000000
442,234.091980,92.379937,62.482177,103.723932,0.977304,1.000000
443,233.595907,91.333155,62.609546,103.982428,0.975843,1.000000
444,232.983738,90.287231,62.768293,104.244510,0.975084,1.000000
445,232.366993,89.251220,62.940129,104.491128,0.974532,1.000000
446,232.003336,88.318128,63.013335,104.733093,0.975884,1.000000
447,231.415362,87.678339,63.165781,104.876350,0.974904,1.000000
448,230.972922,87.100326,63.269264,105.018180,0.975196,1.000000
449,230.375840,86.457613,63.417116,105.164718,0.975920,1.000000
